goClass	level
GO:0047904	L6
GO:0047955	L6
GO:0047988	L6
GO:0050042	L6
GO:0050238	L6
GO:0050288	L6
GO:0051990	L6
GO:0052749	L6
GO:0052753	L6
GO:0097256	L6
GO:0097257	L6
GO:0097258	L6
GO:0097620	L6
GO:0099615	L6
GO:0000104	L6
GO:0003995	L6
GO:0009917	L6
GO:0009918	L6
GO:0016166	L6
GO:0016628	L6
GO:0016632	L6
GO:0016634	L6
GO:0016635	L6
GO:0016636	L6
GO:0017150	L6
GO:0018129	L6
GO:0018136	L6
GO:0018494	L6
GO:0018495	L6
GO:0018496	L6
GO:0018497	L6
GO:0018523	L6
GO:0033734	L6
GO:0034564	L6
GO:0034580	L6
GO:0034787	L6
GO:0034826	L6
GO:0034837	L6
GO:0034845	L6
GO:0034866	L6
GO:0034916	L6
GO:0034921	L6
GO:0034924	L6
GO:0043820	L6
GO:0043830	L6
GO:0047121	L6
GO:0047122	L6
GO:0047123	L6
GO:0047542	L6
GO:0047797	L6
GO:0051786	L6
GO:0051989	L6
GO:0052758	L6
GO:0052759	L6
GO:0052760	L6
GO:0052890	L6
GO:0070818	L6
GO:0080004	L6
GO:0102725	L6
GO:0000286	L6
GO:0008718	L6
GO:0015930	L6
GO:0016639	L6
GO:0016640	L6
GO:0016641	L6
GO:0016642	L6
GO:0016643	L6
GO:0018526	L6
GO:0030058	L6
GO:0033735	L6
GO:0034557	L6
GO:0044318	L6
GO:0050323	L6
GO:0050622	L6
GO:0052585	L6
GO:0052877	L6
GO:0004657	L6
GO:0016646	L6
GO:0016647	L6
GO:0016648	L6
GO:0016649	L6
GO:0018528	L6
GO:0018532	L6
GO:0018534	L6
GO:0018535	L6
GO:0018537	L6
GO:0019139	L6
GO:0030268	L6
GO:0033694	L6
GO:0034568	L6
GO:0034570	L6
GO:0034572	L6
GO:0034780	L6
GO:0034909	L6
GO:0046997	L6
GO:0050030	L6
GO:0050099	L6
GO:0050289	L6
GO:0003954	L6
GO:0003959	L6
GO:0016652	L6
GO:0016653	L6
GO:0016655	L6
GO:0016657	L6
GO:0016668	L6
GO:0018538	L6
GO:0050664	L6
GO:0052808	L6
GO:0098623	L6
GO:0098624	L6
GO:0098625	L6
GO:0098626	L6
GO:0008940	L6
GO:0016662	L6
GO:0016663	L6
GO:0016664	L6
GO:0018548	L6
GO:0034800	L6
GO:0034914	L6
GO:0046857	L6
GO:0050418	L6
GO:0052586	L6
GO:0052690	L6
GO:0098809	L6
GO:0009389	L6
GO:0009973	L6
GO:0015036	L6
GO:0016002	L6
GO:0016669	L6
GO:0016670	L6
GO:0016671	L6
GO:0016672	L6
GO:0016673	L6
GO:0018550	L6
GO:0018551	L6
GO:0032542	L6
GO:0051912	L6
GO:0052752	L6
GO:0052806	L6
GO:0052807	L6
GO:0070226	L6
GO:0016676	L6
GO:0016677	L6
GO:0047726	L6
GO:0016680	L6
GO:0016682	L6
GO:0052880	L6
GO:0004601	L6
GO:0047066	L6
GO:0051920	L6
GO:0102070	L6
GO:0103003	L6
GO:1990137	L6
GO:0016696	L6
GO:0016697	L6
GO:0016699	L6
GO:0033748	L6
GO:0034558	L6
GO:0046994	L6
GO:0046995	L6
GO:0016702	L6
GO:0018553	L6
GO:0018554	L6
GO:0018584	L6
GO:0034527	L6
GO:0034533	L6
GO:0034535	L6
GO:0034788	L6
GO:0050113	L6
GO:0050360	L6
GO:0001567	L6
GO:0004392	L6
GO:0004501	L6
GO:0004508	L6
GO:0004509	L6
GO:0004666	L6
GO:0008387	L6
GO:0008388	L6
GO:0008390	L6
GO:0008396	L6
GO:0008397	L6
GO:0008403	L6
GO:0008681	L6
GO:0016706	L6
GO:0016708	L6
GO:0016717	L6
GO:0016719	L6
GO:0016720	L6
GO:0018585	L6
GO:0018586	L6
GO:0018588	L6
GO:0018589	L6
GO:0018590	L6
GO:0018596	L6
GO:0018598	L6
GO:0018600	L6
GO:0018688	L6
GO:0018689	L6
GO:0034559	L6
GO:0034562	L6
GO:0034649	L6
GO:0034786	L6
GO:0034804	L6
GO:0034816	L6
GO:0034857	L6
GO:0034858	L6
GO:0034859	L6
GO:0034862	L6
GO:0034870	L6
GO:0034873	L6
GO:0034874	L6
GO:0034888	L6
GO:0034893	L6
GO:0034897	L6
GO:0034903	L6
GO:0034925	L6
GO:0034927	L6
GO:0034928	L6
GO:0034929	L6
GO:0034932	L6
GO:0034950	L6
GO:0042284	L6
GO:0042389	L6
GO:0043823	L6
GO:0044875	L6
GO:0044876	L6
GO:0045485	L6
GO:0046996	L6
GO:0047098	L6
GO:0050012	L6
GO:0050016	L6
GO:0050207	L6
GO:0050498	L6
GO:0050600	L6
GO:0050601	L6
GO:0050602	L6
GO:0050604	L6
GO:0052631	L6
GO:0052637	L6
GO:0061686	L6
GO:0061896	L6
GO:0061897	L6
GO:0061898	L6
GO:0061899	L6
GO:0062146	L6
GO:0062150	L6
GO:0070704	L6
GO:0080102	L6
GO:0080103	L6
GO:0080104	L6
GO:0080105	L6
GO:0080106	L6
GO:0080107	L6
GO:0101020	L6
GO:0101021	L6
GO:0102123	L6
GO:0102124	L6
GO:0102125	L6
GO:0102369	L6
GO:0102371	L6
GO:0102373	L6
GO:0102730	L6
GO:0102733	L6
GO:0102760	L6
GO:0102764	L6
GO:0106240	L6
GO:0120204	L6
GO:0120250	L6
GO:0140395	L6
GO:0004784	L6
GO:0034877	L6
GO:0034878	L6
GO:0034880	L6
GO:0050605	L6
GO:0016723	L6
GO:0016724	L6
GO:0043783	L6
GO:0140571	L6
GO:0016726	L6
GO:0016727	L6
GO:0016728	L6
GO:0018693	L6
GO:0018694	L6
GO:0018695	L6
GO:0033695	L6
GO:0033791	L6
GO:0033792	L6
GO:0034569	L6
GO:0034574	L6
GO:0034575	L6
GO:0050383	L6
GO:0052592	L6
GO:0052620	L6
GO:0016731	L6
GO:0016732	L6
GO:0032441	L6
GO:0016738	L6
GO:0004738	L6
GO:0016620	L6
GO:0016622	L6
GO:0016623	L6
GO:0016624	L6
GO:0016625	L6
GO:0018469	L6
GO:0018470	L6
GO:0018492	L6
GO:0018493	L6
GO:0033727	L6
GO:0033737	L6
GO:0034852	L6
GO:0034864	L6
GO:0043794	L6
GO:0043795	L6
GO:0047113	L6
GO:0047770	L6
GO:0047895	L6
GO:0051268	L6
GO:0051269	L6
GO:0052738	L6
GO:0008794	L6
GO:0030612	L6
GO:0030614	L6
GO:0050499	L6
GO:0050522	L6
GO:0050612	L6
GO:0052882	L6
GO:1990930	L6
GO:1990931	L6
GO:1990984	L6
GO:0043365	L6
GO:0140111	L6
GO:0046993	L6
GO:0050448	L6
GO:0050485	L6
GO:0046566	L6
GO:0062131	L6
GO:0097641	L6
GO:0008168	L6
GO:0015067	L6
GO:0016742	L6
GO:0016743	L6
GO:0003984	L6
GO:0004801	L6
GO:0004802	L6
GO:0008661	L6
GO:0033191	L6
GO:0033806	L6
GO:0047156	L6
GO:0047896	L6
GO:0050439	L6
GO:0070204	L6
GO:0102647	L6
GO:0102648	L6
GO:0016747	L6
GO:0016755	L6
GO:0046912	L6
GO:0008194	L6
GO:0008373	L6
GO:0008920	L6
GO:0008933	L6
GO:0008961	L6
GO:0016758	L6
GO:0016763	L6
GO:0097363	L6
GO:0140560	L6
GO:0000906	L6
GO:0003849	L6
GO:0003866	L6
GO:0003961	L6
GO:0003962	L6
GO:0004124	L6
GO:0004156	L6
GO:0004364	L6
GO:0004418	L6
GO:0004478	L6
GO:0004659	L6
GO:0004746	L6
GO:0004766	L6
GO:0004789	L6
GO:0008609	L6
GO:0008676	L6
GO:0008760	L6
GO:0008817	L6
GO:0008987	L6
GO:0009824	L6
GO:0010487	L6
GO:0016432	L6
GO:0016768	L6
GO:0030410	L6
GO:0033844	L6
GO:0033846	L6
GO:0033847	L6
GO:0033848	L6
GO:0033849	L6
GO:0033850	L6
GO:0033851	L6
GO:0034038	L6
GO:0043766	L6
GO:0043918	L6
GO:0043919	L6
GO:0044686	L6
GO:0044689	L6
GO:0046905	L6
GO:0047292	L6
GO:0047294	L6
GO:0047295	L6
GO:0047296	L6
GO:0047444	L6
GO:0047458	L6
GO:0047625	L6
GO:0047691	L6
GO:0047870	L6
GO:0050007	L6
GO:0050314	L6
GO:0050332	L6
GO:0050364	L6
GO:0050447	L6
GO:0050461	L6
GO:0050462	L6
GO:0050471	L6
GO:0050514	L6
GO:0052381	L6
GO:0052622	L6
GO:0052623	L6
GO:0090560	L6
GO:0098601	L6
GO:0102028	L6
GO:0102041	L6
GO:0102192	L6
GO:0102298	L6
GO:0102522	L6
GO:0102551	L6
GO:0102573	L6
GO:0102638	L6
GO:0102661	L6
GO:0102747	L6
GO:0102753	L6
GO:0102754	L6
GO:0102930	L6
GO:0008483	L6
GO:0016770	L6
GO:0033856	L6
GO:0035605	L6
GO:0047839	L6
GO:0016301	L6
GO:0016773	L6
GO:0016774	L6
GO:0016775	L6
GO:0016776	L6
GO:0016778	L6
GO:0016779	L6
GO:0016780	L6
GO:0016781	L6
GO:0061547	L6
GO:0008146	L6
GO:0008410	L6
GO:0016783	L6
GO:0036455	L6
GO:0050497	L6
GO:0004125	L6
GO:0043828	L6
GO:0098621	L6
GO:0004842	L6
GO:0019775	L6
GO:0019777	L6
GO:0019788	L6
GO:0019789	L6
GO:0042294	L6
GO:0042296	L6
GO:0061650	L6
GO:0061659	L6
GO:0071568	L6
GO:0072496	L6
GO:0042124	L6
GO:0004175	L6
GO:0004176	L6
GO:0008234	L6
GO:0008236	L6
GO:0008237	L6
GO:0008238	L6
GO:0008242	L6
GO:0070001	L6
GO:0070002	L6
GO:0070003	L6
GO:0070012	L6
GO:0070122	L6
GO:0004518	L6
GO:0008484	L6
GO:0008849	L6
GO:0016298	L6
GO:0016790	L6
GO:0042578	L6
GO:0045330	L6
GO:0052689	L6
GO:0102666	L6
GO:0102667	L6
GO:0120108	L6
GO:0140397	L6
GO:0004553	L6
GO:0016799	L6
GO:1990929	L6
GO:0016802	L6
GO:0016803	L6
GO:0008660	L6
GO:0009392	L6
GO:0010178	L6
GO:0016811	L6
GO:0016812	L6
GO:0016813	L6
GO:0016814	L6
GO:0016815	L6
GO:0018763	L6
GO:0018764	L6
GO:0034544	L6
GO:0034565	L6
GO:0034886	L6
GO:0034896	L6
GO:0034900	L6
GO:0034958	L6
GO:0050258	L6
GO:0050334	L6
GO:0050540	L6
GO:0120091	L6
GO:0120241	L6
GO:1990206	L6
GO:0016818	L6
GO:0016819	L6
GO:0016823	L6
GO:0018807	L6
GO:0019120	L6
GO:0050187	L6
GO:0016250	L6
GO:0018789	L6
GO:0033978	L6
GO:0047400	L6
GO:0050194	L6
GO:0047401	L6
GO:0000225	L6
GO:0004099	L6
GO:0008448	L6
GO:0008759	L6
GO:0008777	L6
GO:0033558	L6
GO:0034084	L6
GO:0035595	L6
GO:0047373	L6
GO:0047374	L6
GO:0047375	L6
GO:0047377	L6
GO:0047419	L6
GO:0047573	L6
GO:0047574	L6
GO:0047593	L6
GO:0047609	L6
GO:0047610	L6
GO:0047611	L6
GO:0047739	L6
GO:0050117	L6
GO:0050118	L6
GO:0050119	L6
GO:0052790	L6
GO:0061463	L6
GO:0102140	L6
GO:0000034	L6
GO:0004000	L6
GO:0004126	L6
GO:0004131	L6
GO:0004132	L6
GO:0004153	L6
GO:0004342	L6
GO:0008829	L6
GO:0008835	L6
GO:0008892	L6
GO:0033973	L6
GO:0035888	L6
GO:0046936	L6
GO:0047424	L6
GO:0047425	L6
GO:0047623	L6
GO:0047711	L6
GO:0047790	L6
GO:0047844	L6
GO:0047974	L6
GO:0050228	L6
GO:0050239	L6
GO:0050270	L6
GO:0050279	L6
GO:0062154	L6
GO:0090612	L6
GO:0090613	L6
GO:0090614	L6
GO:0018740	L6
GO:0034861	L6
GO:0046507	L6
GO:0008474	L6
GO:0004843	L6
GO:0061578	L6
GO:0061815	L6
GO:1990380	L6
GO:0051266	L6
GO:0003913	L6
GO:0008686	L6
GO:0009034	L6
GO:0016831	L6
GO:0016832	L6
GO:0016833	L6
GO:0018805	L6
GO:0034579	L6
GO:0036355	L6
GO:0050371	L6
GO:0061798	L6
GO:0071771	L6
GO:0103071	L6
GO:0103072	L6
GO:1990465	L6
GO:0016836	L6
GO:0016837	L6
GO:0016838	L6
GO:0043904	L6
GO:0046572	L6
GO:0047772	L6
GO:0051009	L6
GO:0051575	L6
GO:0070205	L6
GO:0140078	L6
GO:0008824	L6
GO:0016841	L6
GO:0016842	L6
GO:0016843	L6
GO:0004121	L6
GO:0004123	L6
GO:0004408	L6
GO:0004462	L6
GO:0004464	L6
GO:0008826	L6
GO:0009000	L6
GO:0016847	L6
GO:0018826	L6
GO:0019148	L6
GO:0034010	L6
GO:0034011	L6
GO:0034860	L6
GO:0043768	L6
GO:0043817	L6
GO:0044540	L6
GO:0047654	L6
GO:0047803	L6
GO:0047804	L6
GO:0047869	L6
GO:0047982	L6
GO:0050017	L6
GO:0050271	L6
GO:0050312	L6
GO:0050555	L6
GO:0051907	L6
GO:0080108	L6
GO:0080146	L6
GO:0097261	L6
GO:0098600	L6
GO:0098606	L6
GO:0098607	L6
GO:1990411	L6
GO:1990412	L6
GO:0018827	L6
GO:0018829	L6
GO:0018830	L6
GO:0018831	L6
GO:0018833	L6
GO:0018834	L6
GO:0019149	L6
GO:0019181	L6
GO:0047460	L6
GO:0050272	L6
GO:0062144	L6
GO:0099085	L6
GO:0004016	L6
GO:0004383	L6
GO:0004436	L6
GO:0008685	L6
GO:0034012	L6
GO:0047396	L6
GO:0047805	L6
GO:0061799	L6
GO:0098848	L6
GO:0003917	L6
GO:0003918	L6
GO:0004493	L6
GO:0008111	L6
GO:0016855	L6
GO:0016856	L6
GO:0016857	L6
GO:0036348	L6
GO:0047524	L6
GO:0047653	L6
GO:0052856	L6
GO:0052857	L6
GO:0003755	L6
GO:0004744	L6
GO:0016034	L6
GO:0018839	L6
GO:0034872	L6
GO:0046608	L6
GO:0047466	L6
GO:0047467	L6
GO:0047885	L6
GO:0047907	L6
GO:0050058	L6
GO:0050076	L6
GO:0050077	L6
GO:0050251	L6
GO:0090471	L6
GO:0004667	L6
GO:0004796	L6
GO:0008116	L6
GO:0016861	L6
GO:0016862	L6
GO:0016863	L6
GO:0016864	L6
GO:0018844	L6
GO:0018845	L6
GO:0018846	L6
GO:0034020	L6
GO:0034528	L6
GO:0034532	L6
GO:0034536	L6
GO:0045435	L6
GO:0045436	L6
GO:0046423	L6
GO:0050220	L6
GO:0052727	L6
GO:0052728	L6
GO:0102929	L6
GO:0004106	L6
GO:0004494	L6
GO:0008767	L6
GO:0009982	L6
GO:0016867	L6
GO:0016868	L6
GO:0016869	L6
GO:0031559	L6
GO:0034023	L6
GO:0034784	L6
GO:0034951	L6
GO:0047469	L6
GO:0047470	L6
GO:0047471	L6
GO:0047534	L6
GO:0047548	L6
GO:0047727	L6
GO:0050006	L6
GO:0050097	L6
GO:0050486	L6
GO:0052691	L6
GO:0062193	L6
GO:0090438	L6
GO:0004512	L6
GO:0009905	L6
GO:0018842	L6
GO:0018847	L6
GO:0018848	L6
GO:0018849	L6
GO:0018850	L6
GO:0018851	L6
GO:0018852	L6
GO:0034794	L6
GO:0035439	L6
GO:0045430	L6
GO:0047472	L6
GO:0047768	L6
GO:0047793	L6
GO:0047926	L6
GO:0050329	L6
GO:0050559	L6
GO:0051498	L6
GO:0106242	L6
GO:0004812	L6
GO:0008641	L6
GO:0016405	L6
GO:0016878	L6
GO:0034797	L6
GO:0034798	L6
GO:0003883	L6
GO:0003921	L6
GO:0004019	L6
GO:0004055	L6
GO:0004075	L6
GO:0004087	L6
GO:0004329	L6
GO:0004516	L6
GO:0004637	L6
GO:0004847	L6
GO:0016880	L6
GO:0016881	L6
GO:0016882	L6
GO:0016884	L6
GO:0016979	L6
GO:0018271	L6
GO:0032267	L6
GO:0034028	L6
GO:0047483	L6
GO:0047897	L6
GO:0047943	L6
GO:0050260	L6
GO:0061483	L6
GO:0072590	L6
GO:0072591	L6
GO:0102047	L6
GO:0102048	L6
GO:0102049	L6
GO:0102050	L6
GO:0102051	L6
GO:0102052	L6
GO:0102053	L6
GO:0102057	L6
GO:0102058	L6
GO:0102085	L6
GO:0102086	L6
GO:0102087	L6
GO:0102088	L6
GO:0102664	L6
GO:0102665	L6
GO:0102950	L6
GO:0102951	L6
GO:0004736	L6
GO:0016421	L6
GO:0018524	L6
GO:0018710	L6
GO:0018862	L6
GO:0034029	L6
GO:0003909	L6
GO:0003963	L6
GO:0008452	L6
GO:0051003	L6
GO:0035516	L6
GO:0051747	L6
GO:0032452	L6
GO:0008932	L6
GO:0061786	L6
GO:0061787	L6
GO:0004673	L6
GO:0004674	L6
GO:0004712	L6
GO:0004713	L6
GO:0004740	L6
GO:0008772	L6
GO:0009927	L6
GO:0010857	L6
GO:0019199	L6
GO:0019912	L6
GO:0035173	L6
GO:0047322	L6
GO:0047323	L6
GO:0047696	L6
GO:0047848	L6
GO:0050254	L6
GO:0050321	L6
GO:0050359	L6
GO:0050369	L6
GO:0050405	L6
GO:0097472	L6
GO:0106264	L6
GO:1990424	L6
GO:0004722	L6
GO:0004725	L6
GO:0004741	L6
GO:0008138	L6
GO:0008330	L6
GO:0019198	L6
GO:0033549	L6
GO:0047384	L6
GO:0047385	L6
GO:0050115	L6
GO:0050196	L6
GO:0050406	L6
GO:0050407	L6
GO:0050408	L6
GO:0098627	L6
GO:0101006	L6
GO:0101014	L6
GO:0016274	L6
GO:0016279	L6
GO:0035244	L6
GO:0036009	L6
GO:0042054	L6
GO:0051998	L6
GO:0071885	L6
GO:0004660	L6
GO:0004661	L6
GO:0004839	L6
GO:0019778	L6
GO:0019779	L6
GO:0019780	L6
GO:0019781	L6
GO:0019782	L6
GO:0019948	L6
GO:0042292	L6
GO:0042293	L6
GO:0071566	L6
GO:0000048	L6
GO:0003810	L6
GO:0004057	L6
GO:0008914	L6
GO:0016603	L6
GO:0016756	L6
GO:0047206	L6
GO:0047637	L6
GO:0047690	L6
GO:0047811	L6
GO:0047823	L6
GO:0050071	L6
GO:0050411	L6
GO:0052868	L6
GO:0097262	L6
GO:0102272	L6
GO:0102273	L6
GO:0102636	L6
GO:0102953	L6
GO:0103068	L6
GO:0004077	L6
GO:0004078	L6
GO:0004079	L6
GO:0004080	L6
GO:0071734	L6
GO:0019705	L6
GO:0019706	L6
GO:0140439	L6
GO:0140440	L6
GO:0140441	L6
GO:0019798	L6
GO:0031544	L6
GO:0031545	L6
GO:0004407	L6
GO:0034979	L6
GO:0042903	L6
GO:0008984	L6
GO:0010296	L6
GO:0051722	L6
GO:0004402	L6
GO:0019799	L6
GO:0070736	L6
GO:0070737	L6
GO:0070738	L6
GO:0018169	L6
GO:0070740	L6
GO:0008475	L6
GO:0003827	L6
GO:0003829	L6
GO:0003830	L6
GO:0004380	L6
GO:0008424	L6
GO:0008454	L6
GO:0008455	L6
GO:0016263	L6
GO:0018010	L6
GO:0018392	L6
GO:0030144	L6
GO:0033842	L6
GO:0033926	L6
GO:0046525	L6
GO:0047220	L6
GO:0047223	L6
GO:0047224	L6
GO:0047225	L6
GO:0047253	L6
GO:0047399	L6
GO:0047965	L6
GO:0009009	L6
GO:0009378	L6
GO:0017116	L6
GO:0036121	L6
GO:0043138	L6
GO:0043139	L6
GO:0061749	L6
GO:0052720	L6
GO:0140080	L6
GO:0003910	L6
GO:0003911	L6
GO:0003904	L6
GO:0003914	L6
GO:0004520	L6
GO:0004529	L6
GO:0034610	L6
GO:0008979	L6
GO:0009037	L6
GO:0044823	L6
GO:0003886	L6
GO:0009007	L6
GO:0015667	L6
GO:0039631	L6
GO:0000700	L6
GO:0000702	L6
GO:0000704	L6
GO:0003905	L6
GO:0097506	L6
GO:0033678	L6
GO:0033679	L6
GO:0003887	L6
GO:0003964	L6
GO:0017005	L6
GO:0070260	L6
GO:0032574	L6
GO:0034458	L6
GO:0000171	L6
GO:0004521	L6
GO:0004532	L6
GO:0004549	L6
GO:0008995	L6
GO:0008996	L6
GO:0008997	L6
GO:0032296	L6
GO:0034611	L6
GO:0046589	L6
GO:0140432	L6
GO:0008174	L6
GO:0008175	L6
GO:0008649	L6
GO:0062105	L6
GO:0071164	L6
GO:0106346	L6
GO:1990276	L6
GO:0003972	L6
GO:0008664	L6
GO:0030598	L6
GO:0034062	L6
GO:0097748	L6
GO:0000215	L6
GO:0002161	L6
GO:0004045	L6
GO:0004479	L6
GO:0008479	L6
GO:0008883	L6
GO:0009022	L6
GO:0016437	L6
GO:0016438	L6
GO:0043399	L6
GO:0043905	L6
GO:0043908	L6
GO:0043915	L6
GO:0045301	L6
GO:0050566	L6
GO:0050567	L6
GO:0051075	L6
GO:0052927	L6
GO:0052928	L6
GO:0061503	L6
GO:0061708	L6
GO:0061712	L6
GO:0098620	L6
GO:0102521	L6
GO:0102524	L6
GO:0106029	L6
GO:0106054	L6
GO:0106335	L6
GO:0030345	L6
GO:0008010	L6
GO:0008011	L6
GO:0008012	L6
GO:0098699	L6
GO:0098879	L6
GO:0098973	L6
GO:0099184	L6
GO:0015483	L6
GO:1901480	L6
GO:1903962	L6
GO:0008525	L6
GO:0015247	L6
GO:0017128	L6
GO:0051978	L6
GO:0090556	L6
GO:0120014	L6
GO:0140333	L6
GO:0140341	L6
GO:0008508	L6
GO:0015126	L6
GO:0015432	L6
GO:0062057	L6
GO:0005313	L6
GO:0015501	L6
GO:0015636	L6
GO:0070909	L6
GO:0097253	L6
GO:0034041	L6
GO:0120015	L6
GO:0046623	L6
GO:0120016	L6
GO:0140351	L6
GO:0017089	L6
GO:0140332	L6
GO:0140337	L6
GO:0140343	L6
GO:0140344	L6
GO:0140326	L6
GO:0005277	L6
GO:0005328	L6
GO:0005216	L6
GO:0005244	L6
GO:0008324	L6
GO:0008509	L6
GO:0015083	L6
GO:0015094	L6
GO:0022853	L6
GO:0035381	L6
GO:0042625	L6
GO:0099099	L6
GO:0005315	L6
GO:0005372	L6
GO:0015103	L6
GO:0015106	L6
GO:0015110	L6
GO:0015567	L6
GO:0022890	L6
GO:0030184	L6
GO:0042911	L6
GO:0046943	L6
GO:0070835	L6
GO:1901618	L6
GO:1901682	L6
GO:0015344	L6
GO:0015346	L6
GO:0015620	L6
GO:0042929	L6
GO:0042931	L6
GO:0042933	L6
GO:0042934	L6
GO:0010542	L6
GO:0015514	L6
GO:0015660	L6
GO:0032523	L6
GO:0034639	L6
GO:0046583	L6
GO:0080139	L6
GO:0015625	L6
GO:0019535	L6
GO:0051980	L6
GO:0000269	L6
GO:0015267	L6
GO:0015291	L6
GO:0015399	L6
GO:0005274	L6
GO:0008517	L6
GO:0008521	L6
GO:0015124	L6
GO:0015182	L6
GO:0015204	L6
GO:0015225	L6
GO:0015233	L6
GO:0015243	L6
GO:0015306	L6
GO:0015350	L6
GO:0015498	L6
GO:0015546	L6
GO:0015607	L6
GO:0042896	L6
GO:0042898	L6
GO:1901479	L6
GO:1901604	L6
GO:1903089	L6
GO:1904680	L6
GO:1905131	L6
GO:0008559	L6
GO:0015240	L6
GO:0015547	L6
GO:0015549	L6
GO:0015566	L6
GO:0015638	L6
GO:0022885	L6
GO:0042925	L6
GO:0042926	L6
GO:0042959	L6
GO:0009672	L6
GO:0010328	L6
GO:0010329	L6
GO:0008523	L6
GO:0015229	L6
GO:0015234	L6
GO:0015420	L6
GO:0031924	L6
GO:0032217	L6
GO:0033300	L6
GO:0034632	L6
GO:0090422	L6
GO:0009977	L6
GO:0015450	L6
GO:0015462	L6
GO:0031492	L6
GO:0043035	L6
GO:0031493	L6
GO:0097030	L6
GO:0030883	L6
GO:0030884	L6
GO:0019905	L6
GO:0001099	L6
GO:0001108	L6
GO:0001849	L6
GO:0001851	L6
GO:0001852	L6
GO:0001855	L6
GO:0001862	L6
GO:0001864	L6
GO:0001850	L6
GO:0001853	L6
GO:0001854	L6
GO:0001856	L6
GO:0001664	L6
GO:0005112	L6
GO:0005113	L6
GO:0005115	L6
GO:0005117	L6
GO:0005118	L6
GO:0005121	L6
GO:0005122	L6
GO:0005124	L6
GO:0005126	L6
GO:0005158	L6
GO:0005159	L6
GO:0005176	L6
GO:0005178	L6
GO:0005186	L6
GO:0017098	L6
GO:0017162	L6
GO:0030156	L6
GO:0030215	L6
GO:0030370	L6
GO:0030971	L6
GO:0030987	L6
GO:0033130	L6
GO:0033612	L6
GO:0034190	L6
GO:0034987	L6
GO:0035254	L6
GO:0035325	L6
GO:0038191	L6
GO:0039552	L6
GO:0039556	L6
GO:0042043	L6
GO:0042287	L6
GO:0042608	L6
GO:0042609	L6
GO:0042610	L6
GO:0042614	L6
GO:0042615	L6
GO:0042975	L6
GO:0043125	L6
GO:0046703	L6
GO:0046875	L6
GO:0048018	L6
GO:0048019	L6
GO:0048495	L6
GO:0050786	L6
GO:0050811	L6
GO:0051427	L6
GO:0070325	L6
GO:0070851	L6
GO:0090722	L6
GO:0097109	L6
GO:1990459	L6
GO:1990460	L6
GO:1990631	L6
GO:1990890	L6
GO:0003779	L6
GO:0005519	L6
GO:0005523	L6
GO:0015631	L6
GO:0017022	L6
GO:0017166	L6
GO:0019894	L6
GO:0030172	L6
GO:0030506	L6
GO:0030507	L6
GO:0031005	L6
GO:0031013	L6
GO:0031014	L6
GO:0031432	L6
GO:0031433	L6
GO:0034452	L6
GO:0042805	L6
