goClass	level
GO:0050091	L7
GO:0050183	L7
GO:0050246	L7
GO:0050326	L7
GO:0050344	L7
GO:0050370	L7
GO:0050591	L7
GO:0050592	L7
GO:0050593	L7
GO:0050594	L7
GO:0050595	L7
GO:0050596	L7
GO:0050597	L7
GO:0050598	L7
GO:0051777	L7
GO:0051778	L7
GO:0051779	L7
GO:0052582	L7
GO:0052615	L7
GO:0052616	L7
GO:0052617	L7
GO:0052662	L7
GO:0052663	L7
GO:0052870	L7
GO:0052872	L7
GO:0062186	L7
GO:0072532	L7
GO:0072533	L7
GO:0090489	L7
GO:0090490	L7
GO:0090491	L7
GO:0097007	L7
GO:0097008	L7
GO:0097266	L7
GO:0102001	L7
GO:0102002	L7
GO:0102037	L7
GO:0102068	L7
GO:0102097	L7
GO:0102099	L7
GO:0102114	L7
GO:0102116	L7
GO:0102126	L7
GO:0102133	L7
GO:0102134	L7
GO:0102135	L7
GO:0102136	L7
GO:0102137	L7
GO:0102138	L7
GO:0102152	L7
GO:0102164	L7
GO:0102169	L7
GO:0102170	L7
GO:0102171	L7
GO:0102172	L7
GO:0102173	L7
GO:0102174	L7
GO:0102177	L7
GO:0102178	L7
GO:0102179	L7
GO:0102180	L7
GO:0102181	L7
GO:0102184	L7
GO:0102185	L7
GO:0102186	L7
GO:0102188	L7
GO:0102189	L7
GO:0102190	L7
GO:0102285	L7
GO:0102289	L7
GO:0102290	L7
GO:0102291	L7
GO:0102292	L7
GO:0102320	L7
GO:0102321	L7
GO:0102322	L7
GO:0102323	L7
GO:0102325	L7
GO:0102365	L7
GO:0102366	L7
GO:0102367	L7
GO:0102368	L7
GO:0102370	L7
GO:0102372	L7
GO:0102374	L7
GO:0102375	L7
GO:0102376	L7
GO:0102405	L7
GO:0102427	L7
GO:0102464	L7
GO:0102465	L7
GO:0102466	L7
GO:0102469	L7
GO:0102472	L7
GO:0102476	L7
GO:0102517	L7
GO:0102518	L7
GO:0102532	L7
GO:0102534	L7
GO:0102536	L7
GO:0102556	L7
GO:0102557	L7
GO:0102563	L7
GO:0102596	L7
GO:0102597	L7
GO:0102598	L7
GO:0102599	L7
GO:0102600	L7
GO:0102601	L7
GO:0102602	L7
GO:0102604	L7
GO:0102605	L7
GO:0102606	L7
GO:0102607	L7
GO:0102609	L7
GO:0102612	L7
GO:0102613	L7
GO:0102614	L7
GO:0102615	L7
GO:0102620	L7
GO:0102621	L7
GO:0102626	L7
GO:0102627	L7
GO:0102628	L7
GO:0102633	L7
GO:0102639	L7
GO:0102640	L7
GO:0102668	L7
GO:0102677	L7
GO:0102679	L7
GO:0102680	L7
GO:0102684	L7
GO:0102699	L7
GO:0102729	L7
GO:0102734	L7
GO:0102743	L7
GO:0102759	L7
GO:0102771	L7
GO:0102772	L7
GO:0102780	L7
GO:0102781	L7
GO:0102782	L7
GO:0102811	L7
GO:0102876	L7
GO:0102897	L7
GO:0102898	L7
GO:0102899	L7
GO:0102900	L7
GO:0102901	L7
GO:0102902	L7
GO:0102915	L7
GO:0102916	L7
GO:0102934	L7
GO:0102947	L7
GO:0102992	L7
GO:0102995	L7
GO:0103001	L7
GO:0103004	L7
GO:0103006	L7
GO:0103009	L7
GO:0103075	L7
GO:0103096	L7
GO:0103097	L7
GO:0103098	L7
GO:0106144	L7
GO:0106145	L7
GO:0106149	L7
GO:0008726	L7
GO:0034938	L7
GO:0036383	L7
GO:0047646	L7
GO:0052881	L7
GO:0062047	L7
GO:0070330	L7
GO:0102977	L7
GO:0106266	L7
GO:0106267	L7
GO:0140399	L7
GO:0018680	L7
GO:0018681	L7
GO:0018682	L7
GO:0018683	L7
GO:0018684	L7
GO:0018685	L7
GO:0019133	L7
GO:0034563	L7
GO:0034577	L7
GO:0034795	L7
GO:0034818	L7
GO:0034855	L7
GO:0036174	L7
GO:0047783	L7
GO:0052869	L7
GO:0080133	L7
GO:0004505	L7
GO:0004510	L7
GO:0004511	L7
GO:0050479	L7
GO:0050481	L7
GO:0102433	L7
GO:0004500	L7
GO:0004504	L7
GO:0004503	L7
GO:0018686	L7
GO:0030338	L7
GO:0047098	L7
GO:0062180	L7
GO:0062181	L7
GO:0008403	L7
GO:0030342	L7
GO:0030343	L7
GO:0009974	L7
GO:0072373	L7
GO:0003845	L7
GO:0003854	L7
GO:0004303	L7
GO:0008709	L7
GO:0030283	L7
GO:0035410	L7
GO:0047005	L7
GO:0047006	L7
GO:0047007	L7
GO:0047008	L7
GO:0047013	L7
GO:0047022	L7
GO:0047023	L7
GO:0047024	L7
GO:0047044	L7
GO:0047045	L7
GO:0047521	L7
GO:0047881	L7
GO:0072555	L7
GO:0106281	L7
GO:0106282	L7
GO:0106283	L7
GO:0003865	L7
GO:0047568	L7
GO:0047571	L7
GO:0008876	L7
GO:0047936	L7
GO:0004458	L7
GO:0004459	L7
GO:0004460	L7
GO:0008720	L7
GO:0004470	L7
GO:0008924	L7
GO:0030060	L7
GO:0046553	L7
GO:0046554	L7
GO:0052589	L7
GO:0000140	L7
GO:0000252	L7
GO:0000253	L7
GO:0000721	L7
GO:0003857	L7
GO:0003858	L7
GO:0003862	L7
GO:0003938	L7
GO:0003939	L7
GO:0003979	L7
GO:0004033	L7
GO:0004090	L7
GO:0004316	L7
GO:0004345	L7
GO:0004399	L7
GO:0004412	L7
GO:0004420	L7
GO:0004448	L7
GO:0004455	L7
GO:0004471	L7
GO:0004473	L7
GO:0004495	L7
GO:0004552	L7
GO:0004616	L7
GO:0004617	L7
GO:0004745	L7
GO:0004757	L7
GO:0004764	L7
GO:0008114	L7
GO:0008442	L7
GO:0008465	L7
GO:0008677	L7
GO:0008678	L7
GO:0008679	L7
GO:0008691	L7
GO:0008703	L7
GO:0008743	L7
GO:0008762	L7
GO:0008831	L7
GO:0008866	L7
GO:0008868	L7
GO:0008875	L7
GO:0008912	L7
GO:0008926	L7
GO:0009010	L7
GO:0009026	L7
GO:0009027	L7
GO:0009040	L7
GO:0010490	L7
GO:0016404	L7
GO:0016617	L7
GO:0016618	L7
GO:0018451	L7
GO:0018452	L7
GO:0018453	L7
GO:0018454	L7
GO:0018455	L7
GO:0018456	L7
GO:0018457	L7
GO:0018458	L7
GO:0018459	L7
GO:0018460	L7
GO:0018461	L7
GO:0018462	L7
GO:0018463	L7
GO:0018464	L7
GO:0019147	L7
GO:0019151	L7
GO:0019152	L7
GO:0019155	L7
GO:0019170	L7
GO:0030266	L7
GO:0030604	L7
GO:0031132	L7
GO:0032115	L7
GO:0032442	L7
GO:0033019	L7
GO:0033701	L7
GO:0033702	L7
GO:0033703	L7
GO:0033704	L7
GO:0033705	L7
GO:0033707	L7
GO:0033708	L7
GO:0033709	L7
GO:0033711	L7
GO:0033712	L7
GO:0033764	L7
GO:0033790	L7
GO:0033833	L7
GO:0033845	L7
GO:0034256	L7
GO:0034831	L7
GO:0034840	L7
GO:0035380	L7
GO:0035527	L7
GO:0036130	L7
GO:0036131	L7
GO:0036132	L7
GO:0036185	L7
GO:0036441	L7
GO:0042282	L7
GO:0042356	L7
GO:0043713	L7
GO:0043718	L7
GO:0043892	L7
GO:0044103	L7
GO:0044105	L7
GO:0045290	L7
GO:0045481	L7
GO:0045551	L7
GO:0045552	L7
GO:0046029	L7
GO:0046526	L7
GO:0046998	L7
GO:0047000	L7
GO:0047001	L7
GO:0047002	L7
GO:0047003	L7
GO:0047004	L7
GO:0047009	L7
GO:0047010	L7
GO:0047012	L7
GO:0047014	L7
GO:0047015	L7
GO:0047016	L7
GO:0047017	L7
GO:0047018	L7
GO:0047019	L7
GO:0047020	L7
GO:0047021	L7
GO:0047025	L7
GO:0047027	L7
GO:0047028	L7
GO:0047029	L7
GO:0047030	L7
GO:0047031	L7
GO:0047032	L7
GO:0047033	L7
GO:0047034	L7
GO:0047036	L7
GO:0047037	L7
GO:0047038	L7
GO:0047039	L7
GO:0047041	L7
GO:0047043	L7
GO:0047046	L7
GO:0047047	L7
GO:0047048	L7
GO:0047049	L7
GO:0047050	L7
GO:0047108	L7
GO:0047109	L7
GO:0047500	L7
GO:0047501	L7
GO:0047502	L7
GO:0047503	L7
GO:0047504	L7
GO:0047512	L7
GO:0047516	L7
GO:0047535	L7
GO:0047550	L7
GO:0047559	L7
GO:0047560	L7
GO:0047565	L7
GO:0047577	L7
GO:0047599	L7
GO:0047640	L7
GO:0047641	L7
GO:0047655	L7
GO:0047674	L7
GO:0047681	L7
GO:0047713	L7
GO:0047718	L7
GO:0047722	L7
GO:0047728	L7
GO:0047743	L7
GO:0047748	L7
GO:0047795	L7
GO:0047813	L7
GO:0047824	L7
GO:0047832	L7
GO:0047834	L7
GO:0047837	L7
GO:0047838	L7
GO:0047855	L7
GO:0047860	L7
GO:0047867	L7
GO:0047880	L7
GO:0047886	L7
GO:0047890	L7
GO:0047903	L7
GO:0047910	L7
GO:0047916	L7
GO:0047919	L7
GO:0047924	L7
GO:0047939	L7
GO:0047941	L7
GO:0047952	L7
GO:0047953	L7
GO:0047978	L7
GO:0047993	L7
GO:0047995	L7
GO:0048258	L7
GO:0050009	L7
GO:0050019	L7
GO:0050022	L7
GO:0050026	L7
GO:0050034	L7
GO:0050036	L7
GO:0050037	L7
GO:0050038	L7
GO:0050039	L7
GO:0050060	L7
GO:0050085	L7
GO:0050086	L7
GO:0050088	L7
GO:0050090	L7
GO:0050093	L7
GO:0050104	L7
GO:0050109	L7
GO:0050120	L7
GO:0050123	L7
GO:0050153	L7
GO:0050166	L7
GO:0050216	L7
GO:0050221	L7
GO:0050229	L7
GO:0050235	L7
GO:0050255	L7
GO:0050256	L7
GO:0050259	L7
GO:0050268	L7
GO:0050280	L7
GO:0050287	L7
GO:0050356	L7
GO:0050358	L7
GO:0050388	L7
GO:0050396	L7
GO:0050491	L7
GO:0050492	L7
GO:0050570	L7
GO:0050571	L7
GO:0050572	L7
GO:0050573	L7
GO:0050574	L7
GO:0050575	L7
GO:0050577	L7
GO:0050578	L7
GO:0050579	L7
GO:0050580	L7
GO:0050606	L7
GO:0051903	L7
GO:0052677	L7
GO:0052733	L7
GO:0052734	L7
GO:0052747	L7
GO:0055041	L7
GO:0061596	L7
GO:0089714	L7
GO:0097265	L7
GO:0099618	L7
GO:0102030	L7
GO:0102069	L7
GO:0102072	L7
GO:0102098	L7
GO:0102131	L7
GO:0102132	L7
GO:0102155	L7
GO:0102157	L7
GO:0102175	L7
GO:0102176	L7
GO:0102182	L7
GO:0102183	L7
GO:0102187	L7
GO:0102191	L7
GO:0102196	L7
GO:0102198	L7
GO:0102260	L7
GO:0102280	L7
GO:0102282	L7
GO:0102283	L7
GO:0102284	L7
GO:0102294	L7
GO:0102306	L7
GO:0102309	L7
GO:0102311	L7
GO:0102329	L7
GO:0102339	L7
GO:0102340	L7
GO:0102341	L7
GO:0102342	L7
GO:0102354	L7
GO:0102357	L7
GO:0102386	L7
GO:0102394	L7
GO:0102443	L7
GO:0102497	L7
GO:0102501	L7
GO:0102538	L7
GO:0102539	L7
GO:0102566	L7
GO:0102616	L7
GO:0102617	L7
GO:0102618	L7
GO:0102619	L7
GO:0102635	L7
GO:0102641	L7
GO:0102722	L7
GO:0102727	L7
GO:0102742	L7
GO:0102909	L7
GO:0102911	L7
GO:0102912	L7
GO:0102960	L7
GO:0102967	L7
GO:0102968	L7
GO:0102969	L7
GO:0102974	L7
GO:0102975	L7
GO:0102976	L7
GO:0102982	L7
GO:0103002	L7
GO:0103014	L7
GO:0103030	L7
GO:0103032	L7
GO:0103037	L7
GO:0103050	L7
GO:0103066	L7
GO:0103067	L7
GO:0103074	L7
GO:0103081	L7
GO:0103084	L7
GO:0103087	L7
GO:0103090	L7
GO:0103093	L7
GO:0106345	L7
GO:0140396	L7
GO:1990002	L7
GO:1990042	L7
GO:0047051	L7
GO:0047059	L7
GO:0050087	L7
GO:0052930	L7
GO:0052933	L7
GO:0052934	L7
GO:0003885	L7
GO:0003973	L7
GO:0004369	L7
GO:0016995	L7
GO:0018465	L7
GO:0033713	L7
GO:0033714	L7
GO:0033715	L7
GO:0033716	L7
GO:0045480	L7
GO:0046563	L7
GO:0046577	L7
GO:0047579	L7
GO:0047639	L7
GO:0047682	L7
GO:0047731	L7
GO:0047875	L7
GO:0047979	L7
GO:0047996	L7
GO:0050024	L7
GO:0050035	L7
GO:0050105	L7
GO:0050122	L7
GO:0050209	L7
GO:0050233	L7
GO:0050237	L7
GO:0050423	L7
GO:0050581	L7
GO:0050582	L7
GO:0102038	L7
GO:0047057	L7
GO:0047058	L7
GO:0004368	L7
GO:0047519	L7
GO:0102029	L7
GO:0103040	L7
GO:1990464	L7
GO:0140393	L7
GO:0061758	L7
GO:0061759	L7
GO:0008177	L7
GO:0003853	L7
GO:0004361	L7
GO:0004466	L7
GO:0008470	L7
GO:0016937	L7
GO:0070991	L7
GO:0000246	L7
GO:0004074	L7
GO:0004159	L7
GO:0004318	L7
GO:0004319	L7
GO:0004589	L7
GO:0004665	L7
GO:0008667	L7
GO:0008670	L7
GO:0008748	L7
GO:0008839	L7
GO:0008977	L7
GO:0010283	L7
GO:0010284	L7
GO:0016156	L7
GO:0016629	L7
GO:0016630	L7
GO:0016631	L7
GO:0016994	L7
GO:0017113	L7
GO:0018498	L7
GO:0018499	L7
GO:0018500	L7
GO:0018501	L7
GO:0018502	L7
GO:0018503	L7
GO:0018504	L7
GO:0018505	L7
GO:0018506	L7
GO:0018507	L7
GO:0018508	L7
GO:0018509	L7
GO:0018510	L7
GO:0018511	L7
GO:0018513	L7
GO:0018515	L7
GO:0018516	L7
GO:0018517	L7
GO:0018518	L7
GO:0018519	L7
GO:0018520	L7
GO:0018521	L7
GO:0019166	L7
GO:0032440	L7
GO:0033728	L7
GO:0033729	L7
GO:0033731	L7
GO:0034790	L7
GO:0034805	L7
GO:0034809	L7
GO:0034824	L7
GO:0034838	L7
GO:0034912	L7
GO:0035671	L7
GO:0036133	L7
GO:0036134	L7
GO:0043115	L7
GO:0043786	L7
GO:0043957	L7
GO:0043958	L7
GO:0047114	L7
GO:0047115	L7
GO:0047116	L7
GO:0047117	L7
GO:0047118	L7
GO:0047119	L7
GO:0047120	L7
GO:0047522	L7
GO:0047525	L7
GO:0047526	L7
GO:0047540	L7
GO:0047543	L7
GO:0047567	L7
GO:0047598	L7
GO:0047616	L7
GO:0047659	L7
GO:0047703	L7
GO:0047706	L7
GO:0047774	L7
GO:0047786	L7
GO:0047788	L7
GO:0047791	L7
GO:0047794	L7
GO:0047920	L7
GO:0050092	L7
GO:0050158	L7
GO:0050184	L7
GO:0050213	L7
GO:0050343	L7
GO:0050399	L7
GO:0050472	L7
GO:0050613	L7
GO:0050614	L7
GO:0050615	L7
GO:0052579	L7
GO:0052580	L7
GO:0052849	L7
GO:0052850	L7
GO:0102067	L7
GO:0102232	L7
GO:0102233	L7
GO:0102234	L7
GO:0102235	L7
GO:0102236	L7
GO:0102347	L7
GO:0102348	L7
GO:0102349	L7
GO:0102350	L7
GO:0102389	L7
GO:0102523	L7
GO:0102678	L7
GO:0102728	L7
GO:0102744	L7
GO:0102745	L7
GO:0102746	L7
GO:0102748	L7
GO:0102749	L7
GO:0102750	L7
GO:0102758	L7
GO:0102868	L7
GO:0102932	L7
GO:0102978	L7
GO:0102979	L7
GO:0102980	L7
GO:0102981	L7
GO:0102997	L7
GO:0016633	L7
GO:0080049	L7
GO:0003997	L7
GO:0004109	L7
GO:0004158	L7
GO:0004729	L7
GO:0033732	L7
GO:0047705	L7
GO:0047857	L7
GO:0050328	L7
GO:0050541	L7
GO:0050616	L7
GO:0050621	L7
GO:0004152	L7
GO:0052886	L7
GO:0052887	L7
GO:0070819	L7
GO:0102040	L7
GO:0018522	L7
GO:0018525	L7
GO:0047595	L7
GO:0050617	L7
GO:0050618	L7
GO:0050619	L7
GO:0050620	L7
GO:0051743	L7
GO:0102262	L7
GO:0102263	L7
GO:0102264	L7
GO:0102265	L7
GO:0102266	L7
GO:0102267	L7
GO:0004085	L7
GO:0102035	L7
GO:0102223	L7
GO:0102225	L7
GO:0102393	L7
GO:0102961	L7
GO:0102962	L7
GO:0016041	L7
GO:0045181	L7
GO:0004353	L7
GO:0043837	L7
GO:0047124	L7
GO:0047530	L7
GO:0047850	L7
GO:0047960	L7
GO:0050018	L7
GO:0050049	L7
GO:0050069	L7
GO:0050132	L7
GO:0050175	L7
GO:0050282	L7
GO:0050303	L7
GO:0050363	L7
GO:0050391	L7
GO:0102042	L7
GO:0047959	L7
GO:0001716	L7
GO:0003884	L7
GO:0004720	L7
GO:0004733	L7
GO:0008131	L7
GO:0009815	L7
GO:0015922	L7
GO:0018527	L7
GO:0043799	L7
GO:0047883	L7
GO:0050232	L7
GO:0052593	L7
GO:0052594	L7
GO:0052595	L7
GO:0052596	L7
GO:0052597	L7
GO:0052598	L7
GO:0052599	L7
GO:0052600	L7
GO:0097621	L7
GO:0004375	L7
GO:0106351	L7
GO:0106352	L7
GO:0030059	L7
GO:0052876	L7
GO:0003842	L7
GO:0004146	L7
GO:0004155	L7
GO:0004486	L7
GO:0004489	L7
GO:0004735	L7
GO:0004753	L7
GO:0008752	L7
GO:0010349	L7
GO:0016155	L7
GO:0018529	L7
GO:0033560	L7
GO:0033739	L7
GO:0033740	L7
GO:0036382	L7
GO:0042602	L7
GO:0044684	L7
GO:0047040	L7
GO:0047125	L7
GO:0047126	L7
GO:0047127	L7
GO:0047128	L7
GO:0047129	L7
GO:0047636	L7
GO:0047697	L7
GO:0047827	L7
GO:0047829	L7
GO:0047830	L7
GO:0047877	L7
GO:0050241	L7
GO:0050305	L7
GO:0050325	L7
GO:0050623	L7
GO:0050624	L7
GO:0052873	L7
GO:0052874	L7
GO:0052875	L7
GO:0062046	L7
GO:0071172	L7
GO:0102143	L7
GO:0102144	L7
GO:0102261	L7
GO:0102544	L7
GO:0008115	L7
GO:0019116	L7
GO:0046592	L7
GO:0047132	L7
GO:0047866	L7
GO:0050031	L7
GO:0050131	L7
GO:0050134	L7
GO:0051698	L7
GO:0051699	L7
GO:0051700	L7
GO:0052893	L7
GO:0052894	L7
GO:0052895	L7
GO:0052896	L7
GO:0052897	L7
GO:0052898	L7
GO:0052899	L7
GO:0052900	L7
GO:0052901	L7
GO:0052902	L7
GO:0052903	L7
GO:0052904	L7
GO:0102317	L7
GO:1990534	L7
GO:0004734	L7
GO:0004174	L7
GO:0033738	L7
GO:0008480	L7
GO:0047133	L7
GO:0047865	L7
GO:0050470	L7
GO:0050136	L7
GO:0008746	L7
GO:0003958	L7
GO:0004128	L7
GO:0015043	L7
GO:0015047	L7
GO:0003955	L7
GO:0003960	L7
GO:0016656	L7
GO:0018541	L7
GO:0050625	L7
GO:0103035	L7
GO:0103036	L7
GO:0003920	L7
GO:0009033	L7
GO:0018543	L7
GO:0018544	L7
GO:0018545	L7
GO:0018546	L7
GO:0034556	L7
GO:0052602	L7
GO:0052603	L7
GO:0080007	L7
GO:0004148	L7
GO:0004362	L7
GO:0004783	L7
GO:0004791	L7
GO:0008785	L7
GO:0015042	L7
GO:0047134	L7
GO:0047135	L7
GO:0047822	L7
GO:0050445	L7
GO:0050451	L7
GO:0050452	L7
GO:0050456	L7
GO:0050627	L7
GO:0050628	L7
GO:0098622	L7
GO:0102039	L7
GO:0016174	L7
GO:0016175	L7
GO:0050463	L7
GO:1903264	L7
GO:0016966	L7
GO:0042279	L7
GO:0043798	L7
GO:0050304	L7
GO:0050421	L7
GO:0050626	L7
GO:0004846	L7
GO:0018547	L7
GO:0047557	L7
GO:0047608	L7
GO:0047991	L7
GO:0052664	L7
GO:0047889	L7
GO:0048307	L7
GO:0008942	L7
GO:0034957	L7
GO:0047136	L7
GO:0047137	L7
GO:0047999	L7
GO:0050446	L7
GO:0050460	L7
GO:0050465	L7
GO:0102199	L7
GO:0015035	L7
GO:0015037	L7
GO:0050310	L7
GO:0050338	L7
GO:0070225	L7
GO:0001735	L7
GO:0008482	L7
GO:0016972	L7
GO:0018549	L7
GO:0047950	L7
GO:0102149	L7
GO:0120147	L7
GO:0004604	L7
GO:0008113	L7
GO:0019153	L7
GO:0032843	L7
GO:0033741	L7
GO:0033743	L7
GO:0033744	L7
GO:0033745	L7
GO:0043866	L7
GO:0047139	L7
GO:0047140	L7
GO:0047141	L7
GO:0047142	L7
GO:0070191	L7
GO:0043831	L7
GO:0045174	L7
GO:0070224	L7
GO:0050311	L7
GO:0103012	L7
GO:0004129	L7
GO:0050140	L7
GO:0047062	L7
GO:0004097	L7
GO:0008447	L7
GO:0008827	L7
GO:0009916	L7
GO:0047561	L7
GO:0050149	L7
GO:0050264	L7
GO:0052716	L7
GO:0102316	L7
GO:0102721	L7
GO:0102910	L7
GO:0009496	L7
GO:0004096	L7
GO:0004130	L7
GO:0004447	L7
GO:0004602	L7
GO:0008379	L7
GO:0016688	L7
GO:0016689	L7
GO:0016690	L7
GO:0016691	L7
GO:0016692	L7
GO:0019806	L7
GO:0033196	L7
GO:0036393	L7
GO:0047888	L7
GO:0050137	L7
GO:0052750	L7
GO:0072541	L7
GO:0047985	L7
GO:0050583	L7
GO:0102220	L7
GO:0047806	L7
GO:0008901	L7
GO:0047067	L7
GO:0047068	L7
GO:0050454	L7
GO:0051911	L7
GO:0000334	L7
GO:0003834	L7
GO:0003868	L7
GO:0004051	L7
GO:0004052	L7
GO:0004411	L7
GO:0004833	L7
GO:0008127	L7
GO:0008687	L7
GO:0010308	L7
GO:0010309	L7
GO:0010436	L7
GO:0016165	L7
GO:0017172	L7
GO:0018542	L7
GO:0018555	L7
GO:0018556	L7
GO:0018558	L7
GO:0018559	L7
GO:0018560	L7
GO:0018561	L7
GO:0018563	L7
GO:0018564	L7
GO:0018565	L7
GO:0018566	L7
GO:0018567	L7
GO:0018568	L7
GO:0018569	L7
GO:0018570	L7
GO:0018571	L7
GO:0018572	L7
GO:0018573	L7
GO:0018574	L7
GO:0018575	L7
GO:0018578	L7
GO:0018579	L7
GO:0018581	L7
GO:0018582	L7
GO:0018583	L7
GO:0019114	L7
GO:0019117	L7
GO:0033751	L7
GO:0033752	L7
GO:0033754	L7
GO:0033755	L7
GO:0034543	L7
GO:0034803	L7
GO:0034806	L7
GO:0034808	L7
GO:0034810	L7
GO:0034811	L7
GO:0034812	L7
GO:0034813	L7
GO:0034814	L7
GO:0034827	L7
GO:0034834	L7
GO:0034895	L7
GO:0034920	L7
GO:0034922	L7
GO:0034934	L7
GO:0034935	L7
GO:0034936	L7
GO:0034955	L7
GO:0034956	L7
GO:0036238	L7
GO:0036403	L7
GO:0043898	L7
GO:0045133	L7
GO:0047069	L7
GO:0047070	L7
GO:0047071	L7
GO:0047072	L7
GO:0047073	L7
GO:0047074	L7
GO:0047075	L7
GO:0047078	L7
GO:0047528	L7
GO:0047677	L7
GO:0047719	L7
GO:0047744	L7
GO:0047762	L7
GO:0047800	L7
GO:0047922	L7
GO:0050054	L7
GO:0050169	L7
GO:0050240	L7
GO:0050297	L7
GO:0050298	L7
GO:0050313	L7
GO:0050473	L7
GO:0050584	L7
GO:0050585	L7
GO:0050586	L7
GO:0050587	L7
GO:0052878	L7
GO:0102076	L7
GO:0102162	L7
GO:0102251	L7
GO:0102299	L7
GO:0102300	L7
GO:0102395	L7
GO:0102396	L7
GO:0102672	L7
GO:0102783	L7
GO:0102784	L7
GO:0102785	L7
GO:0102919	L7
GO:0106237	L7
GO:1990136	L7
GO:0103069	L7
GO:0106309	L7
GO:0000907	L7
GO:0000908	L7
GO:0004597	L7
GO:0008336	L7
GO:0016707	L7
GO:0018602	L7
GO:0031543	L7
GO:0033758	L7
GO:0033759	L7
GO:0033760	L7
GO:0033761	L7
GO:0033763	L7
GO:0034792	L7
GO:0036139	L7
GO:0036140	L7
GO:0043734	L7
GO:0045431	L7
GO:0045442	L7
GO:0045486	L7
GO:0045543	L7
GO:0045544	L7
GO:0047079	L7
GO:0047080	L7
GO:0047594	L7
GO:0047927	L7
GO:0047998	L7
GO:0048244	L7
GO:0050341	L7
GO:0050353	L7
GO:0050589	L7
GO:0050590	L7
GO:0051864	L7
GO:0052860	L7
GO:0062148	L7
GO:0070579	L7
GO:0070815	L7
GO:0102111	L7
GO:0102113	L7
GO:0102312	L7
GO:0102494	L7
GO:0102495	L7
GO:0102496	L7
GO:0102524	L7
GO:0102525	L7
